THEME,TITLE,ARTIST,YEAR,SPOTIFY_URL
Life and death,Hey Joe,The Jimi Hendrix Experience,1966,http://open.spotify.com/track/4wCeZzV2w2s7QwNRZQRDhU
Life and death,Stuck Between Stations,The Hold Steady,2006,http://open.spotify.com/track/4wp6Zi8ugh2aso4J3XnXln
Life and death,Gloomy Sunday,Billie Holiday,1941,http://open.spotify.com/track/3kksPdaT31d5IcoP6GPu5I
Life and death,These Important Years,Hüsker Dü,1987,http://open.spotify.com/track/3a70lhNaUyjEFp8LKlMpxU
Life and death,Dead Homiez,Ice Cube,1990,http://open.spotify.com/track/69lcL9wMsC5TX0gtSZxX8h
Life and death,Good Life,Inner City,1988,http://open.spotify.com/track/5sJiLlgQKBL81QCTOkoLB5
Life and death,Iron Maiden,The Number of the Beast,1982,http://open.spotify.com/track/7gs3FWszkPUxBogi7oyt1y
Life and death,Seasons in the Sun,Terry Jacks,1974,
Life and death,Bert Jansch,Needle of Death,1965,http://open.spotify.com/track/2Er04cz8zf7sjBd2e3v54g
Life and death,Gun Shot,Anthony Johnson,1982,http://open.spotify.com/track/2H6mTlLxYjy4rMh2Rblvs5
Life and death,Losing My Edge,LCD Soundsystem,2002,http://open.spotify.com/track/57QpgJA1yNN5DyhYaN4x4p
Life and death,Someone Great,LCD Soundsystem,2007,http://open.spotify.com/track/2VGDntFPvgvqSiUf9ITEfW
Life and death,Gallows Pole,Led Zeppelin,1970,
Life and death,God,John Lennon,1970,
Life and death,Here I Come,Barrington Levy,1985,http://open.spotify.com/track/4oKntjpTrsvHoQSCv6SxPV
Life and death,Knoxville Girl,The Louvin Brothers,1959,http://open.spotify.com/track/4MEyZH8XHQUd0vieDbOa6O
Life and death,Alone Again Or,Love,1967,http://open.spotify.com/track/6hXHOrhKW9dgQt35Mc5dCb
Life and death,Madness,Baggy Trousers,1980,
Life and death,La Tristesse Durera (Scream to a Sigh),Manic Street Preachers,1993,http://open.spotify.com/track/0OqifMNuR0aWjFoQThlVAZ
Life and death,May You Never,John Martyn,1973,http://open.spotify.com/track/47qIZIE8m5zcjmpJL7DSS9
Life and death,Safe from Harm,Massive Attack,1991,http://open.spotify.com/track/0Nj4Fadx3sCE0QtBvHKDhM
Life and death,Fade to Black,Metallica,1984,
Life and death,Life’s a Bitch,Nas,1994,http://open.spotify.com/track/6s9Nl0vMsUhdYO1fbmrGQO
Life and death,Feel It (In the Air Tonight),Naturally 7,2006,http://open.spotify.com/track/5tr7iRvlbeXhJxCsYpleIb
Life and death,God’s Song (That’s Why I Love Mankind),Randy Newman,1972,http://open.spotify.com/track/0gvmUlKbABaYKEtOV40aA8
Life and death,Lithium,Nirvana,1991,http://open.spotify.com/track/2DrEeo4eMULdAVe1U7P9PB
Life and death,Mo Money Mo Problems,The Notorious BIG,1997,http://open.spotify.com/track/2XncSBceg7BwEpbWVI6FLi
Life and death,Suicidal Thoughts,The Notorious BIG,1994,http://open.spotify.com/track/5k8VqtBhkbAYakV5ZEFYNo
Life and death,Alone Again (Naturally),Gilbert O’Sullivan,1972,
Life and death,Oasis,Live Forever,1994,
Life and death,Satan,Orbital,1991,
Life and death,Ms Jackson,OutKast,2000,http://open.spotify.com/track/7KAERELHmBqhdmVJHcgSrb
Life and death,9 to 5,Dolly Parton,1980,http://open.spotify.com/track/5UWYJWoVXRpaLuzzXmHqg8
Life and death,"Another Brick in the Wall, Part II",Pink Floyd,1979,
Life and death,Message in a Bottle,The Police,1979,http://open.spotify.com/track/33MxZySx17wtJmXUeQwrdG
Life and death,Glory Box,Portishead,1994,http://open.spotify.com/track/1kP7mnqqSsCxmIqHnr2m20
Life and death,Sour Times,Portishead,1994,http://open.spotify.com/track/0vKW55N3nrlWCD4U3YTwaH
Life and death,Stagger Lee,Lloyd Price,1958,http://open.spotify.com/track/3CrbWMJbTlI9T4pB7p5J35
Life and death,Paranoid Android,Radiohead,1997,http://open.spotify.com/track/2EuMREhmnIPQFaqXUH5yPu
Life and death,(Sittin’ On) The Dock of the Bay,Otis Redding,1968,http://open.spotify.com/track/0y8h1AJzI4y7UxzX5xdVpo
Life and death,Paint it Black,The Rolling Stones,1966,http://open.spotify.com/track/29njOUf53Vc91WEeya44vO
Life and death,I Seen a Man Die,Scarface,1994,
Life and death,Me and Julio Down By the Schoolyard,Paul Simon,1972,http://open.spotify.com/track/1XU3s83WnD0EZh6KZHNLEX
Life and death,Feeling Good,Nina Simone,1965,http://open.spotify.com/track/0XaVWd4MhlnxT6uUpFV501
Life and death,It Was a Very Good Year,Frank Sinatra,1965,http://open.spotify.com/track/5lDcHK1FUDAQnMrvMGsGvA
Life and death,Piss Factory,Patti Smith,1974,http://open.spotify.com/track/4jue8yd6Ct7191KkADXyzO
Life and death,Dress Sexy at My Funeral,Smog,2000,
Life and death,100%,Sonic Youth,1992,http://open.spotify.com/track/22FuG2QEbazTAzzSBOULk4
Life and death,No Surrender,Bruce Springsteen,1984,http://open.spotify.com/track/5eMjyo7t0lAl5PobsAqSe2
Life and death,O Death,Ralph Stanley,2000,
Life and death,Once in a Lifetime,Talking Heads,1980,http://open.spotify.com/track/7CIYGsVYYqUyNnwmU2bc32
Life and death,Psycho Killer,Talking Heads,1977,http://open.spotify.com/track/1F9RobwaMi1mimBs0hW3kB
Life and death,This Is the Day,The The,1983,http://open.spotify.com/track/5O7RVmqK3AYoFfyeafxOqH
Life and death,Wish Someone Would Care,Irma Thomas,1964,http://open.spotify.com/track/4gyA9RzfJvZRw7YDDPJRZO
Life and death,The End of the Rainbow,Richard and Linda Thompson,1974,http://open.spotify.com/track/4A1SdZ4anubLlSu1NRtQuZ
Life and death,I Ain’t Mad at Cha,Tupac,1996,http://open.spotify.com/track/5IruGb6BKWcB7hpPnj4YQO
Life and death,Hail Mary,Tupac - as Makaveli,1997,http://open.spotify.com/track/2jNlqJV2GnmKosuuvJS8RY
Life and death,Exit,U2,1987,http://open.spotify.com/track/7EyUsCwlxmxIib6CWWSo76
Life and death,One,U2,1992,http://open.spotify.com/track/4lnFwlk4m7hhFHCWmMbLqW
Life and death,Walk Like a Man,Frankie Valli and the Four Seasons,1963,http://open.spotify.com/track/3ebFVCEIcB3zW9RbnHk28D
Life and death,Jesus,The Velvet Underground,1969,http://open.spotify.com/track/030AxdYEncwjWPZGEL2fDa
Life and death,Rufus Is a Tit Man,Loudon Wainwright III,1975,http://open.spotify.com/track/7ELRQhh1oVMPQCPUiUqrvH
Life and death,Martha,Tom Waits,1973,http://open.spotify.com/track/2r0SdO3iOO3dmmVUdwzwzD
Life and death,You in the Sky,The Waterboys,2006,
Life and death,Frankie and Johnny,Mae West,1928,
Life and death,23 Years Ago,Paul Westerberg,2004,http://open.spotify.com/track/40C20xZeOnu64jvXMTJ1ZL
Life and death,Grandma’s Hands,Bill Withers,1971,http://open.spotify.com/track/1qfDfZAvrkSAFrAR2FTQDv
Life and death,My Death,Scott Walker,1967,http://open.spotify.com/track/4mL9NVLLrBJz1kmrM2M5qd
Life and death,Moon On Your Pyjamas,Paul Weller,1993,
Life and death,I’m So Lonesome I Could Cry,Hank Williams,1949,http://open.spotify.com/track/3bAWaK1KyeFpww4xK8ztyO
Life and death,My Son Calls Another Man Daddy,Hank Williams,1950,http://open.spotify.com/track/5wZhj1LcXztboIh3T1VgMw
Life and death,Don’t You Worry ‘Bout a Thing,Stevie Wonder,1973,
Life and death,Germ Free Adolescents,X-Ray Spex,1978,http://open.spotify.com/track/0h0TIuu7EHy43Cw3aEETjF
Life and death,Neil Young,Old Man,1972,http://open.spotify.com/track/2AylP2SrOxus7LieLnzUQG
Life and death,Warren Zevon,Keep Me in Your Heart,2003,
Party songs,Pacific State,808 State,1989,
Party songs,Dancing Queen,Abba,1976,http://open.spotify.com/track/2rgqPSIRAfaO2MGo9smdSX
Party songs,Back in Black,AC/DC,1980,
Party songs,Because I Got High,Afroman,2001,http://open.spotify.com/track/5ztUVSEAJKW6lw4X03ae48
Party songs,Uptown Top Ranking,Althea and Donna,1977,http://open.spotify.com/track/34zWZOSpU2V1ab0PiZCcv4
Party songs,Windowlicker,Aphex Twin,1999,
Party songs,I Bet You Look Good On the Dancefloor,Arctic Monkeys,2005,http://open.spotify.com/track/5U2OpjVE3r64Nm8tyR2T9S
Party songs,Re-Rewind,The Artful Dodger featuring Craig David,1999,http://open.spotify.com/track/0rKbtHLiAeta9tnONNYlAC
Party songs,Bourgie Bourgie ,Ashford and Simpson,1979,http://open.spotify.com/track/2qwFWKUwT7SqADAWtWEn1s
Party songs,9pm (Till I Come),ATB,1999,http://open.spotify.com/track/1CgbwsrNDlFrRuk2ebQ7zr
Party songs,Love Shack,The B-52’s,1989,http://open.spotify.com/track/0OyTSpN4gGPSIDuGbKzMEu
Party songs,"Yes Sir, I Can Boogie",Baccara,1977,http://open.spotify.com/track/268jT4m5ztrceh5qdzpQ68
Party songs,(You Gotta) Fight for Your Right (To Party),Beastie Boys,1987,http://open.spotify.com/track/47jYDzCytZHNQkCEfs8Dgf
Party songs,Night Fever,Bee Gees,1978,http://open.spotify.com/track/66wpCqkkM6MrxXSbfgmsrh
Party songs,Tighten Up,Archie Bell and the Drells,1968,http://open.spotify.com/track/0qKCm8yeHoRJTpryDDQ9TT
Party songs,Night,Benga and Coki,2007,
Party songs,Big Time Sensuality,Björk,1993,http://open.spotify.com/track/2MaZUlTMFaTWYH7VnQL6rk
Party songs,Let’s Start II Dance Again,Hamilton Bohannon,1981,
Party songs,Let’s Dance,David Bowie,1983,http://open.spotify.com/track/2nIuUXnHHzS3wymUhJdVa8
Party songs,Self Control,Laura Branigan,1984,http://open.spotify.com/track/4bpHayutj5AejSwtEpyvUR
Party songs,Hang On in There Baby,Johnny Bristol,1974,http://open.spotify.com/track/03ZrvcYZGCYpimu6dYdhPY
Party songs,"Land of 1,000 Dances",Cannibal and the Headhunters,1965,http://open.spotify.com/track/0WRQZg69vaeU0fB2EHGAEw
Party songs,Love Will Keep Us Together,Captain and Tennille ,1975,http://open.spotify.com/track/10pcZvQ4QTKeHRvTUAeHVD
Party songs,Flashdance,Irene Cara,1983,http://open.spotify.com/track/4H1wVutCHT8Pncz6jWjVrg
Party songs,Cocaine Blues,Johnny Cash,1968,http://open.spotify.com/track/6ogJG0epBYDCMb37n8z637
Party songs,Shake Your Tailfeather,Ray Charles,1980,
Party songs,Le Freak,Chic,1978,http://open.spotify.com/track/4HHQNuSudz9yv7piGFMchm
Party songs,Weekend,Class Action,1981,
Party songs,Machine Gun,Commodores,1974,http://open.spotify.com/track/2INLSpeJq53F0HtnNHV3Ad
Party songs,Sweet Soul Music,Arthur Conley,1967,http://open.spotify.com/track/0pvA063uNyGQFp7DNtmk0P
Party songs,Brimful of Asha,Cornershop,1997,http://open.spotify.com/track/3Zh5cecN8TqelTN30SJUww
Party songs,Drug Train,The Cramps,1980,http://open.spotify.com/track/4a61QVxWahKxq40GtkcS3x
Party songs,Somebody Oughta Turn Your Head Around,Crystal Mansion,1972,
Party songs,Da Funk,Daft Punk,1995,http://open.spotify.com/track/0MyY4WcN7DIfbSmp5yej5z
Party songs,Gabriel,Roy Davis Jr,1998,
Party songs,Groove Is in the Heart,Deee-Lite,1990,http://open.spotify.com/track/2UVLuddklEVak5PXgC7baA
Party songs,Just Can’t Get Enough,Depeche Mode,1981,http://open.spotify.com/track/4DAEaxpxKJy0Hq5mAiEnOO
Party songs,Whip It,Devo,1980,http://open.spotify.com/track/6QG0wcgoCsa9pqFyTg0rRO
Party songs,Soul Makossa,Manu Dibango,1972,http://open.spotify.com/track/4JaOd0NUBTckYFZMguuY7M
Party songs,Cokane in My Brain,Dillinger,1976,http://open.spotify.com/track/4qhRH8f3Du6ooDZFaKou45
Party songs,Long Train Runnin’,Doobie Brothers,1973,http://open.spotify.com/track/6DwWChkbqCyv1wwflMkLRZ
Party songs,Hit Me With Your Rhythm Stick,Ian Dury and the Blockheads,1978,
Party songs,Boogie Wonderland,"Earth, Wind and Fire",1979,http://open.spotify.com/track/0jyElqUm59deyol951jPsr
Party songs,Talking With Myself,Electribe 101,1988,http://open.spotify.com/track/3f51nzhw9mL1iUUYehPYCg
Party songs,Livin’ Thing,Electric Light Orchestra,1976,http://open.spotify.com/track/7l6rfNKHyD8MsXkJztfzFi
Party songs,The Clapping Song,Shirley Ellis,1965,
Party songs,Be Faithful,Fatman Scoop featuring the Crooklyn Clan,1999,
Party songs,Doctor Love,First Choice,1977,
Party songs,The Gnu,Flanders and Swann,1959,http://open.spotify.com/track/52HRCPyzVqut2PK1IglGje
Party songs,Think About It (What Is Wrong With the World Today),Flight of the Conchords,2008,http://open.spotify.com/track/2X9FjhzcAdujUqalXXXD27
Party songs,One Nation Under a Groove,Funkadelic,1978,
Party songs,Biology,Girls Aloud,2005,http://open.spotify.com/track/5gVFOj7whQCfMoXNXePOIt
Party songs,Dare,Gorillaz,2005,http://open.spotify.com/track/4Hff1IjRbLGeLgFgxvHflk
Party songs,All I Want for Christmas Is a Dukla Prague Away Kit,Half Man Half Biscuit,1986,
Party songs,Rokit,Herbie Hancock,1983,
Party songs,WFL (Think About the Future) ,Happy Mondays,1989,http://open.spotify.com/track/3xI5fXGrMMvn8EZIdYxW56
Party songs,Back to My Roots,Richie Havens,1981,http://open.spotify.com/track/6PFsub5iIJwrBb8qBRqmiV
Party songs,Over and Over,Hot Chip,2006,http://open.spotify.com/track/6m5D7zGVbzAxceDXQTsRSX
Party songs,Jump Around,House of Pain,1992,http://open.spotify.com/track/2oTDOIAdsxPTE7yAp4YOcv
Party songs,Last Night a DJ Saved My Life,Indeep,1982,
Party songs,Don’t Stop ’Til You Get Enough,Michael Jackson,1979,http://open.spotify.com/track/5NWKkTdkHSZalDaorymVHQ
Party songs,Off the Wall,Michael Jackson,1979,http://open.spotify.com/track/2qfiBST2NqT6PXnwaW9Gbn
Party songs,I Love Rock’n’Roll,Joan Jett and the Blackhearts,1982,
Party songs,Nightclubbing,Grace Jones,1981,http://open.spotify.com/track/26aTdkjT06bukXYdJRuhtN
Party songs,Williams Blood (Aeroplane remix),Grace Jones,2008,
Party songs,Cocktails for Two,Spike Jones and His City Slickers,1944,http://open.spotify.com/track/3JmwSgu1vxYXdblOJMXUQz
Party songs,Transmission,Joy Division,1979,http://open.spotify.com/track/69aXQyUnUC0BWgATlSWNB2
Party songs,We Are Your Friends,Justice v Simian,2002,http://open.spotify.com/track/2iJDCXpFPwxgFO6MBozHmb
Party songs,Silly Games ,Janet Kay,1979,http://open.spotify.com/track/4sBBSqBIG5gnlx95QQj4XH
Party songs,Louie Louie,The Kingsmen,1963,http://open.spotify.com/track/3VctpyG5B5Y6dbTep9NmOP
Party songs,Golden Skans,Klaxons,2007,http://open.spotify.com/track/0RG6G9tAMdFRASUf31TRxr
Party songs,My Sharona,The Knack,1979,http://open.spotify.com/track/1FTnBp64Iy26qERGibjknm
Party songs,Numbers/Computer World 2,Kraftwerk,1981,http://open.spotify.com/track/3WgqXxHygR2HMVDjwhy3rS
Party songs,Upside Down,Fela Kuti,1976,http://open.spotify.com/track/0dle66YE2om3mCgTguJLOK
Party songs,Jimmy Jimmy Aaja,Bappi Lahiri/Parvati Khan,1982,http://open.spotify.com/track/4I0v1IDuMR868pgT7y5PPM
Party songs,Girls Just Want to Have Fun,Cyndi Lauper,1983,http://open.spotify.com/track/7sMGwiS4vOMcz86ZY3vKYM
Party songs,Pow! (Forward),Lethal Bizzle,2004,http://open.spotify.com/track/37uFAVNwaRF7XUdByyJyNN
Party songs,LFO,LFO,1990,
Party songs,Can’t Stand Me Now,The Libertines,2004,http://open.spotify.com/track/2cY5MaSgqNXLSkjGb5iRl1
Party songs,Is It All Over My Face,Loose Joints,1980,
Party songs,Love Loves to Love Love,Lulu,1967,http://open.spotify.com/track/185Uc0jhEnHBZW1KYN9YCk
Party songs,Pop Muzik,M,1979,http://open.spotify.com/track/0SHbehTzk01RfLDVAVaCtA
Party songs,Cross the Tracks (We Better Go Back),Maceo and the Macks,1975,http://open.spotify.com/track/6n87nzWTGpNr26NbkNQoVv
Party songs,There But for the Grace of God,Machine,1979,
Party songs,Beautiful Stranger,Madonna,1999,http://open.spotify.com/track/0FEVHpFTuSJUY59YQjZm2G
Party songs,Everybody,Madonna,1982,http://open.spotify.com/track/3i6PtDe9qmRDBEdSSpouBB
Party songs,Holiday,Madonna,1983,http://open.spotify.com/track/2T8cZAwbhrTVjGwZo5c7sK
Party songs,Rock Your Baby,George McCrae,1974,http://open.spotify.com/track/1lmfsSEuxU4PpT739Kihno
Party songs,Buffalo Gals,Malcolm McLaren,1983,http://open.spotify.com/track/4gCo2r1gCEw70OAq9cF1uW
Party songs,Move On Up,Curtis Mayfield,1970,http://open.spotify.com/track/6evohxlACvIJ6vAs1083NQ
Party songs,White Lines (Don’t Do It),Grandmaster Melle Mel,1983,
Party songs,Kids,MGMT,2008,http://open.spotify.com/track/2IAcYOEnZWTn3yR6LDslRY
Party songs,Paper Planes (DFA remix),MIA,2008,http://open.spotify.com/track/2UZ6MDDg3y5fTAzQU3YYfo
Party songs,4 My People,Missy Elliott,2001,http://open.spotify.com/track/2er94TdlKpJSMZSc8qha09
Party songs,Bedazzled,Dudley Moore and Peter Cook,1967,
Party songs,Hot in Herre,Nelly,2002,http://open.spotify.com/track/652F9V2xyoY43Pj8urZ4zM
Party songs,True Faith,New Order,1987,http://open.spotify.com/track/1n8WaWEUZx3GeknGwh02DC
Party songs,Short People,Randy Newman,1977,http://open.spotify.com/track/6emIUUgOV0lPgUYbJ1RZ7I
Party songs,I’m in the Mood for Dancing,The Nolans,1979,http://open.spotify.com/track/5ZfCBpUOj3guBzjQIsDhIr
Party songs,Cigarettes and Alcohol,Oasis,1994,
Party songs,Got Your Money,Ol’ Dirty Bastard,1999,
Party songs,Hey Ya!,OutKast,2003,http://open.spotify.com/track/4QhYssD3qdSGd5yqW0h7cI
Party songs,Acid Tracks,Phuture,1987,
Party songs,Papa’s Got a Brand New Pigbag,Pigbag,1981,http://open.spotify.com/track/1t1kkvAe1iP5Xa6vCv3j9Z
Party songs,Stop Bajon (Primavera),Tullio De Piscopo,1984,http://open.spotify.com/track/1JcmMYyRAbj00Q90oHBsBr
Party songs,Witness the Pitness,Pitman,2002,
Party songs,Streams of Whiskey,The Pogues,1984,http://open.spotify.com/track/4ftQUqPjuk4KtAIHqqYzmN
Party songs,Jump (For My Love),The Pointer Sisters,1984,http://open.spotify.com/track/59K6GctkD8lWljFYa8eE6D
Party songs,Brass in Pocket,The Pretenders,1979,http://open.spotify.com/track/3LRFgPsd8LwJb8TJchrAuO
Party songs,Loaded,Primal Scream,1991,http://open.spotify.com/track/5uWCPq3jVOuiun7Uku3wiU
Party songs,1999,Prince,1983,http://open.spotify.com/track/4CEKJRYtYDp0GPzw9JGZYX
Party songs,Let’s Go Crazy,Prince,1984,http://open.spotify.com/track/7050AA1cNN8s3482pgx2bO
Party songs,Out of Space,The Prodigy,1992,http://open.spotify.com/track/6XlhmDYOFPSWho2gib2F9z
Party songs,Hit the Bongo,Tito Puente,1968,
Party songs,Sorted for Es and Wizz,Pulp,1995,http://open.spotify.com/track/6DEakx9CewGzF3u9UEyJvD
Party songs,Now I’m Here,Queen,1974,http://open.spotify.com/track/0s0i59YQo6TBJXEvxkoIfU
Party songs,Feel Good Hit of the Summer,Queens of the Stone Age,2000,http://open.spotify.com/track/48l5x5ghGRhz10rbuKrI0n
Party songs,House of Jealous Lovers,The Rapture,2002,http://open.spotify.com/track/7lsMHdLHRRkGElzVPn91ZW
Party songs,All Night Long (All Night),Lionel Richie,1983,http://open.spotify.com/track/7HcIV2tSBj8O8RtGed2ViS
Party songs,Someday,Ce Ce Rogers,1987,
Party songs,Witness (1 Hope),Roots Manuva,2001,http://open.spotify.com/track/1qNpcgSkAWWbIBDDkwkqH1
Party songs,Virginia Plain,Roxy Music,1972,http://open.spotify.com/track/6b4wMiPcl21hL8owVgIshi
Party songs,Car Wash,Rose Royce,1976,http://open.spotify.com/track/1tJtx09XQnxaynZLOaTNfZ
Party songs,Once You Get Started,Rufus featuring Chaka Khan,1974,http://open.spotify.com/track/5jAhlLUmtIBRTzM3f1Im6r
Party songs,Baby Let’s Dance Together,Sapan Chakraborty,1978,
Party songs,Runaway,Salsoul Orchestra,1977,
Party songs,The Bottle,Gil Scott-Heron,1974,http://open.spotify.com/track/4lgCSMpVERwvfa9A8tDXJQ
Party songs,Happy,Max Sedgley,2003,http://open.spotify.com/track/4hIwQWVYQ3SMSjkVXrMJKv
Party songs,On My Radio,Selector,1979,http://open.spotify.com/track/3Qmtadha85zkLH1H9EGi3u
Party songs,Let the Music Play,Shannon,1983,http://open.spotify.com/track/5RgGHpa9S3txqJTxyRChx4
Party songs,Begin the Beguine,Artie Shaw,1938,http://open.spotify.com/track/7zZoN83WXRCiVCyzdCFihV
Party songs,Dat,Pluto Shervington,1976,
Party songs,Gin House Blues,Nina Simone,1975,http://open.spotify.com/track/0aGprKPHGtQyQZ9RCQ9mNI
Party songs,Lost in Music,Sister Sledge,1979,http://open.spotify.com/track/3FnkIp37lBYvHljKemR6zp
Party songs,He’s the Greatest Dancer,Sister Sledge,1979,http://open.spotify.com/track/5MuNxNox3zTanAFIO5KcTl
Party songs,I Wish,Skee-Lo,1995,
Party songs,Dance to the Music,Sly and the Family Stone,1968,http://open.spotify.com/track/6W9t1lhkATr4XrnXXgL2CV
Party songs,Nite Klub,The Specials,1979,http://open.spotify.com/track/2wpQZvvrg6zUBPPBdWgcLK
Party songs,You Make Me Feel (Mighty Real),Sylvester,1978,http://open.spotify.com/track/0DY0B9PkxKFVs0YagNcAC4
Party songs,(Under Mi) Sleng Teng,Wayne Smith,1985,http://open.spotify.com/track/3l9oTzHXnAJcg4x2jU6DvX
Party songs,How Soon Is Now?,The Smiths,1985,
Party songs,Memorabilia,Soft Cell,1982,http://open.spotify.com/track/6nePlBdKTESydzjOEHt6vX
Party songs,Beat the Clock,Sparks,1979,
Party songs,I’m a Man,The Spencer Davis Group,1967,http://open.spotify.com/track/7vRhkN9rpM0FtDhBdZypn4
Party songs,Young Hearts Run Free,Candi Staton,1976,http://open.spotify.com/track/3MFa9idQuY4iJLWsZl3tIQ
Party songs,Sueño Latino,Sueño Latino,1989,
Party songs,Saturday Nite Special,The Sundown Playboys,1972,
Party songs,Wipe Out,The Surfaris,1962,http://open.spotify.com/track/6uudeEvl6t5WrFgobojt3D
Party songs,Rapper’s Delight,The Sugarhill Gang,1979,http://open.spotify.com/track/1qb27ZTsi0gVxHteAjPOyD
Party songs,Do What You Wanna Do,T-Connection,1977,http://open.spotify.com/track/5PzK3L2Lm4mbo0H89CAWzg
Party songs,Shout,Tears for Fears,1984,http://open.spotify.com/track/4E1n2cvH7Wb7xZ568rHHNy
Party songs,Cloud Nine,The Temptations,1968,http://open.spotify.com/track/5yGqsTtt4oDRY1FdVsVqSL
Party songs,Great DJ,The Ting Tings,2008,http://open.spotify.com/track/3kmSzP8JUM4kUwPWbOFwqA
Party songs,Disco Inferno,The Trammps,1976,http://open.spotify.com/track/5jUA1njy3h6ynHLvPdEVHt
Party songs,A Punk,Vampire Weekend,2008,http://open.spotify.com/track/0euZeG7kpPhtp4V6e8b9kC
Party songs,Me and Baby Brother,War,1973,http://open.spotify.com/track/28q8PaM3ROCZMKeNRBg5Yq
Party songs,Break Dance – Electric Boogie,West Street Mob,1983,
Party songs,My Generation,The Who,1965,http://open.spotify.com/track/4kxrawSkeAoJiASQArwqYO
Party songs,Last Night Changed It All,Esther Williams,1976,http://open.spotify.com/track/6zMgWeJracgip80YQZsIj2
Party songs,(Your Love Keeps Lifting Me) Higher and Higher,Jackie Wilson,1967,
Party songs,Turn Off the Lights,Larry Young,1975,http://open.spotify.com/track/2kXBmTMIDIlNSQEeaQl95A
